explicit,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_y,time_signature,release_date,artist,year,month,year_2
FALSE,0FkLMOUTkSTPSAYkIXQ579,L'amour Toujours (Small Mix),66,0.637,0.878,G,-4.449,Major,0.0302,0.0775,0.0227,0.364,0.742,139.053,242053,4,5/30/2014,Gigi D'Agostino,2014,5,2014
FALSE,2tnVG71enUj33Ic2nFN6kZ,Ride It,86,0.88,0.751,G,-4.258,Minor,0.0874,0.177,6.43E-05,0.106,0.884,117.948,157606,4,7/26/2019,Regard,2019,7,2019
FALSE,1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,27,0.505,0.34,E,-9.005,Major,0.0438,0.576,0,0.21,0.0916,101.993,206459,4,10/23/2019,Selena Gomez,2019,10,2019
FALSE,4tViDtaHuSLnh7HVJTrKhs,Power Over Me,74,0.319,0.841,A,-4.232,Minor,0.147,0.0518,0,0.106,0.483,173.868,206960,3,10/4/2019,Dermot Kennedy,2019,10,2019
FALSE,60iSKGrGazRzICtMjADNSM,Hold Me While You Wait,81,0.688,0.53,B,-5.507,Major,0.0333,0.443,0,0.0995,0.162,106.958,205687,4,5/17/2019,Lewis Capaldi,2019,5,2019
FALSE,78uXMDNh2W2jZVrc4qBatZ,Soltera,56,0.778,0.73,F,-4.324,Major,0.04,0.442,0,0.251,0.852,91.989,213913,4,10/25/2019,Lunay,2019,10,2019
TRUE,5Z8HZM6iQMhhqyPcCGY5g9,Hot (feat. Gunna),75,0.855,0.651,C,-8.044,Minor,0.235,0.063,0,0.0772,0.559,111.997,193027,4,8/16/2019,Young Thug,2019,8,2019
FALSE,6V9fHiv84WlVTg7CSnIVY2,Graveyard,14,0.667,0.583,B,-5.127,Minor,0.0747,0.231,4.48E-05,0.181,0.187,92.043,181806,4,9/13/2019,Halsey,2019,9,2019
TRUE,4e0FYxSROat25pH16zMTZI,Love Me,76,0.719,0.538,B,-6.897,Minor,0.28,0.632,0,0.135,0.803,204.132,117013,4,8/30/2019,Lil Tecca,2019,8,2019
TRUE,6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),82,0.474,0.631,F,-5.884,Minor,0.343,0.0687,0,0.132,0.425,180.051,189323,4,10/4/2019,Juice WRLD,2019,10,2019
FALSE,7MRU4vOkywuhZ9kbFiPuiu,Si Supieras,70,0.691,0.894,A,-1.681,Minor,0.115,0.291,0,0.104,0.623,184.019,241880,4,6/28/2019,Daddy Yankee,2019,6,2019
FALSE,1Fo4OvzP9PThFKMeMIAEYu,Superhero,65,0.681,0.34,G,-8.617,Major,0.0339,0.82,0,0.285,0.417,129.98,179998,4,8/30/2018,Lauv,2018,8,2018
FALSE,0lsRatBUs9HNIZAmoGABzk,Trampoline,70,0.689,0.412,G,-7.523,Minor,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4,9/21/2018,SHAED,2018,9,2018
FALSE,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",85,0.654,0.63,Bb,-4.644,Major,0.0259,0.153,0,0.111,0.43,89.991,167693,4,10/4/2019,Dan + Shay,2019,10,2019
FALSE,2plLJpUcYPFrl1sW2pMG63,Lights Up,12,0.585,0.62,Eb,-8.09,Minor,0.0327,0.0426,0.00224,0.15,0.281,101.939,172227,4,10/11/2019,Harry Styles,2019,10,2019
FALSE,0HV1cGoX5ASBlPA1pqH8fG,Every Other Freckle,0,0.528,0.707,D,-7.626,Major,0.0822,0.625,0.0355,0.116,0.502,143.802,216004,4,9/22/2014,alt-J,2014,9,2014
FALSE,0xz8svJMyVvYYJxrsYPi6A,My Demons,49,0.274,0.652,F,-6.196,Minor,0.0625,0.00768,6.42E-05,0.108,0.1,173.009,288036,4,7/8/2014,STARSET,2014,7,2014
FALSE,2zh01m4PiHaZz4BAm0NRxs,Tie Me Down (with Elley Duhé),60,0.608,0.845,F#/Gb,-2.292,Major,0.0597,0.136,0,0.111,0.322,98.976,218240,4,10/24/2019,Gryffin,2019,10,2019
FALSE,4xmjDH6auBwuZ4GHimjXGe,I Will Survive - Single Version,63,0.771,0.649,C,-10.375,Major,0.0434,0.0137,0.00111,0.324,0.653,116.286,197573,4,1/1/1999,Gloria Gaynor,1999,1,1999
FALSE,72vWmeqYcT1irKClpbenQm,"1, 2 Step (feat. Missy Elliott) - Main",54,0.939,0.498,F,-10.94,Minor,0.161,0.0444,0.00128,0.0475,0.801,113.053,202213,4,1/22/2005,Ciara,2005,1,2005
FALSE,0gPQTLaqHDgdupKEok7J2x,7 Days,71,0.659,0.812,E,-7.499,Minor,0.0487,0.23,0,0.0951,0.888,83.014,235133,4,8/14/2000,Craig David,2000,8,2000
FALSE,6Sy9BUbgFse0n0LPA5lwy5,Sandstorm,69,0.528,0.965,B,-7.984,Minor,0.0465,0.141,0.985,0.0797,0.587,136.065,225493,4,1/1/2001,Darude,2001,1,2001
FALSE,4HfLQJtVT1KiX1eVedDyTm,Alaska,68,0.847,0.386,A,-10.668,Minor,0.0507,0.411,0.00176,0.108,0.178,104.001,188000,4,1/18/2019,Maggie Rogers,2019,1,2019
FALSE,3whmx5Ptrqzx2c101FJFi3,Help Me Lose My Mind,61,0.777,0.708,F,-5.707,Minor,0.0563,0.0407,0.0766,0.0573,0.346,109.037,244174,4,6/3/2013,Disclosure,2013,6,2013
FALSE,0UrWr7Jnu1heq1o99ZwUd0,Youth of the Nation,71,0.563,0.86,Ab,-7.533,Major,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4,9/11/2001,P.O.D.,2001,9,2001
TRUE,6hw1Sy9wZ8UCxYGdpKrU6M,Roller,73,0.941,0.758,Bb,-6.47,Minor,0.17,0.0256,0.00258,0.193,0.683,128.017,157093,4,10/25/2019,Apache 207,2019,10,2019
FALSE,3yUcJwYu7fXAfqMj9krY6l,Thank You,71,0.725,0.583,C#/Db,-9.942,Minor,0.0424,0.3,0.000215,0.0665,0.765,79.984,218360,4,1999,Dido,1905,6,1999
FALSE,62LJFaYihsdVrrkgUOJC05,Kiss,74,0.898,0.271,G,-12.238,Major,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,4,3/31/1986,Prince,1986,3,1986
FALSE,54X78diSLoUDI3joC2bjMz,Purple Rain,75,0.367,0.452,Bb,-10.422,Major,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,4,6/25/1984,Prince,1984,6,1984
FALSE,3NfxSdJnVdon1axzloJgba,I Say a Little Prayer,76,0.592,0.355,A,-14.051,Major,0.0352,0.478,0,0.0585,0.499,133.032,216773,4,6/14/1968,Aretha Franklin,1968,6,1968
FALSE,7s25THrKz86DM225dOYwnr,Respect,74,0.805,0.558,C,-5.226,Major,0.041,0.164,2.20E-05,0.0546,0.965,114.95,147600,4,3/10/1967,Aretha Franklin,1967,3,1967
FALSE,7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,74,0.765,0.476,G,-13.487,Major,0.0329,0.0504,2.76E-06,0.165,0.965,114.02,178360,4,1/1/1989,Tom Petty,1989,1,1989
TRUE,30FURVTCpbKyykjSEQzGkH,Back To Black,69,0.49,0.725,Bb,-3.304,Major,0.0392,0.123,2.68E-05,0.0983,0.335,123.28,240440,4,10/27/2006,Amy Winehouse,2006,10,2006
FALSE,1L5tZi0izXsi5Kk5OJf4W0,Rehab,66,0.434,0.872,C,-2.974,Major,0.0702,0.0473,1.83E-06,0.396,0.732,71.515,213760,4,10/27/2006,Amy Winehouse,2006,10,2006
FALSE,4zQuwW24dweWcaX0fEJkP2,You Know I'm No Good,65,0.705,0.806,A,-3.607,Major,0.0309,0.0132,0.00428,0.0701,0.734,103.383,256947,4,10/27/2006,Amy Winehouse,2006,10,2006
FALSE,6nLvaCZFR1wEzW3sIKpsnr,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",74,0.772,0.371,F,-5.743,Minor,0.0348,0.744,0,0.167,0.684,96.574,233733,4,2006,Amy Winehouse,1905,6,2006
TRUE,6yLX8QnxlnEqZfs3YKCfjF,Tears Dry On Their Own,63,0.643,0.871,C#/Db,-2.734,Minor,0.118,0.491,0,0.29,0.452,121.569,185187,4,10/27/2006,Amy Winehouse,2006,10,2006
FALSE,0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,75,0.887,0.48,B,-11.994,Major,0.117,0.0094,3.58E-05,0.0662,0.607,95.846,193200,4,10/30/1987,George Michael,1987,10,1987
FALSE,4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,78,0.574,0.629,D,-8.815,Minor,0.0363,0.128,0,0.271,0.786,153.119,300107,4,11/9/1998,George Michael,1998,11,1998
TRUE,5bJ1DrEM4hNCafcDd1oxHx,Self Care,79,0.52,0.538,C#/Db,-8.109,Major,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4,8/3/2018,Mac Miller,2018,8,2018
TRUE,6GnhWMhgJb7uyiiPEiEkDA,Weekend (feat. Miguel),77,0.843,0.435,Ab,-8.442,Major,0.178,0.47,0,0.147,0.19,120.058,208080,4,9/18/2015,Mac Miller,2015,9,2015
TRUE,39NDBdU5Xkm5pCFGa5kZtI,Ladders,72,0.802,0.463,Ab,-8.379,Major,0.162,0.236,0.00531,0.105,0.291,103.961,287040,4,8/3/2018,Mac Miller,2018,8,2018
TRUE,5iUQMwxUPdJBFeGkePtM66,Dang! (feat. Anderson .Paak),74,0.836,0.67,F,-6.907,Minor,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4,9/16/2016,Mac Miller,2016,9,2016
FALSE,66wkCYWlXzSTQAfnsPBptt,My Favorite Part,73,0.861,0.33,F#/Gb,-7.194,Major,0.0526,0.627,1.93E-06,0.14,0.718,95.016,216000,4,9/16/2016,Mac Miller,2016,9,2016
FALSE,2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,76,0.35,0.828,F#/Gb,-5.373,Major,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4,3/9/1994,Soundgarden,1994,3,1994
FALSE,2pnPe4pJtq7689i5ydzvJJ,Run Rudolph Run - Single Version,54,0.681,0.715,G,-10.609,Minor,0.0912,0.812,9.43E-06,0.0777,0.957,152.132,165733,4,1/1/1986,Chuck Berry,1986,1,1986
FALSE,4Hhv2vrOTy89HFRcjU3QOx,At Last,76,0.274,0.348,F,-8.631,Major,0.0293,0.547,0.0133,0.334,0.328,87.43,179693,3,1960,Etta James,1905,5,1960
FALSE,3jJZVeExYzVYiV6Y9Fl3DX,Plush,66,0.423,0.954,G,-3.157,Minor,0.047,0.0021,0,0.177,0.5,144.553,310347,4,9/29/1992,Stone Temple Pilots,1992,9,1992
FALSE,0PDCewmZCp0P5s00bptcdd,This Will Be (An Everlasting Love),73,0.685,0.623,Ab,-11.146,Major,0.042,0.228,0.00234,0.0295,0.896,126.739,171960,4,1/1/1975,Natalie Cole,1975,1,1975
FALSE,2lFFiNm0XtgJ6wkdncTB4k,Drive - 2017 Remaster,69,0.261,0.703,F#/Gb,-7.871,Major,0.0414,0.115,0.00078,0.102,0.405,83.495,234332,4,1984,The Cars,1905,6,1984
FALSE,4DnHUy01jEA4b5ydC3HgsT,Live It Up - Official Song 2018 FIFA World Cup Russia,62,0.582,0.944,D,-0.928,Minor,0.185,0.00573,1.27E-06,0.547,0.8,143.97,207977,4,5/25/2018,Nicky Jam,2018,5,2018
FALSE,4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,78,0.552,0.608,C#/Db,-9.786,Minor,0.0345,0.352,0,0.0533,0.637,112.367,162373,4,1966-03,The Mamas & The Papas,#VALUE!,#VALUE!,1966
TRUE,2C6WXnmZ66tHhHlnvwePiK,Die For Me (feat. Future & Halsey),74,0.614,0.66,C,-2.848,Major,0.0441,0.19,0,0.211,0.452,145.01,245267,4,9/6/2019,Post Malone,2019,9,2019
FALSE,5XWCc9wQes7X5uyYH9h5JR,Baby (feat. MARINA & Luis Fonsi),60,0.755,0.74,C,-5.354,Minor,0.04,0.356,1.05E-05,0.0994,0.33,116.946,205440,4,11/30/2018,Clean Bandit,2018,11,2018
FALSE,395KzBy0bkb57dEvg6cfzJ,Falling Like The Stars,74,0.3,0.347,F#/Gb,-9.542,Major,0.0364,0.79,2.14E-06,0.111,0.164,169.361,211653,3,10/18/2019,James Arthur,2019,10,2019
TRUE,696DnlkuDOXcMAnKlTgXXK,ROXANNE,85,0.621,0.601,F#/Gb,-5.616,Minor,0.148,0.0522,0,0.46,0.457,116.735,163636,5,10/10/2019,Arizona Zervas,2019,10,2019
FALSE,6qoIFQfdmaQF9A1gb67tR7,Ocean,70,0.727,0.482,B,-6.193,Major,0.115,0.933,0,0.388,0.487,74.93,155947,4,5/3/2019,KAROL G,2019,5,2019
FALSE,7k4t7uLgtOxPwTpFmtJNTY,Tusa,84,0.803,0.715,D,-3.28,Major,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,11/7/2019,KAROL G,2019,11,2019
FALSE,4TnjEaWOeW0eKTKIEvJyCa,Falling,84,0.785,0.431,Bb,-8.756,Minor,0.0364,0.123,0,0.0887,0.236,127.085,159382,4,10/5/2018,Trevor Daniel,2018,10,2018
FALSE,7dFC7tmwFknyPq3k32jiik,Don't Start Now,54,0.794,0.793,B,-4.521,Minor,0.0825,0.0124,0,0.0953,0.682,123.947,183290,4,11/1/2019,Dua Lipa,2019,11,2019
TRUE,6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),80,0.721,0.716,Bb,-7.037,Minor,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4,10/12/2019,Black Eyed Peas,2019,10,2019
TRUE,3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),82,0.809,0.545,G,-6.678,Major,0.0735,0.392,0,0.151,0.244,97.008,180435,4,6/28/2019,Mustard,2019,6,2019
TRUE,57vxBYXtHMk6H1aD29V7PU,Heartless,6,0.531,0.75,Bb,-5.831,Minor,0.111,0.00632,7.60E-05,0.117,0.198,169.954,200080,4,11/27/2019,The Weeknd,2019,11,2019
FALSE,7rfiXyFb5M9BqdkvKvVEiB,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",63,0.728,0.811,G,-4.278,Major,0.0564,0.0453,2.07E-06,0.362,0.705,114.995,228707,4,4/28/2017,Wale,2017,4,2017
FALSE,7uttm8Iurm5uK67Vr9G2Sp,Almost (Sweet Music),67,0.523,0.687,G,-5.601,Major,0.105,0.0215,2.86E-06,0.203,0.711,90.036,217480,4,3/1/2019,Hozier,2019,3,2019
FALSE,1Qi2wh8fFgDV7tl4Sj3f2K,Have Yourself A Merry Little Christmas,51,0.438,0.178,F,-9.402,Major,0.0414,0.957,0,0.316,0.344,75.248,170964,1,12/5/2014,Sam Smith,2014,12,2014
TRUE,5DxXgozhkPLgrbKFY91w0c,Vete,79,0.886,0.672,C#/Db,-4.394,Major,0.188,0.0363,8.78E-06,0.101,0.526,91.976,192024,4,11/21/2019,Bad Bunny,2019,11,2019
TRUE,7foypmc7KZyU716Yv63BPe,Saint,65,0.866,0.648,C#/Db,-3.675,Major,0.0543,0.009,0,0.0967,0.0798,150.058,140793,4,12/21/2017,Huncho Jack,2017,12,2017
FALSE,4yI3HpbSFSgFZtJP2kDe5m,Look At Her Now,16,0.563,0.564,Bb,-7.906,Minor,0.271,0.114,0.0254,0.304,0.55,154.355,162596,5,10/24/2019,Selena Gomez,2019,10,2019
FALSE,1sviDBcAqVOxMXq4xITVEs,Que Calor,67,0.795,0.885,Ab,-4.13,Major,0.0713,0.0375,0.00638,0.292,0.46,126.037,169998,4,9/11/2019,Major Lazer,2019,9,2019
FALSE,4WzhjxvLP95y7AMDy0Atwb,Out Of Love,78,0.481,0.267,G,-9.249,Major,0.0339,0.8,0,0.249,0.137,117.64,227693,3,11/30/2018,Alessia Cara,2018,11,2018
TRUE,340UVheS8z3ncW9TTUhAbc,Nightmare,72,0.611,0.622,A,-5.075,Minor,0.0734,0.0188,0,0.359,0.538,146.11,231999,4,5/17/2019,Halsey,2019,5,2019
TRUE,2WsuSYJNXGKXVYkHPnq2yp,Ransom (with Juice WRLD) - Remix,76,0.684,0.671,D,-6.424,Minor,0.289,0.0119,0,0.0769,0.45,179.987,171253,4,8/30/2019,Lil Tecca,2019,8,2019
FALSE,51dLQp6NWh9Bu7pzs9KwiR,Live Forever,0,0.191,0.829,A,-3.381,Minor,0.0447,2.72E-05,2.11E-05,0.362,0.191,116.007,276667,5,1994,Oasis,1905,6,1994
FALSE,5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),74,0.516,0.467,C,-6.184,Major,0.0302,0.662,0,0.0853,0.386,132.861,173307,4,1/24/2019,Julia Michaels,2019,1,2019
FALSE,7cX4PJz1old9fyFI8RlfgW,Read My Mind,70,0.543,0.917,C#/Db,-3.391,Major,0.0444,0.00572,7.76E-05,0.104,0.329,132.246,246840,4,9/27/2006,The Killers,2006,9,2006
FALSE,0l5TpsCL1ObiTEsHeWA0by,Faithfully,57,0.417,0.573,B,-7.33,Major,0.0279,0.0801,0,0.0845,0.29,129.559,266973,4,1983,Journey,1905,6,1983
TRUE,4PpuH4mxL0rD35mOWaLoKS,Lemon,64,0.916,0.727,C#/Db,-6.556,Major,0.0861,0.00214,0.000145,0.118,0.201,94.997,219707,4,12/15/2017,N.E.R.D,2017,12,2017
FALSE,6RB9YvNyP0RZfCUcMtZELH,Freedom,63,0.428,0.559,C#/Db,-6.374,Minor,0.067,0.395,3.56E-05,0.136,0.607,86.459,162467,4,7/2/2015,Pharrell Williams,2015,7,2015
FALSE,6GzApXoBQiiAjak3tOQfV3,Lie To Me (feat. Julia Michaels),71,0.611,0.52,C,-5.445,Major,0.0346,0.0132,0,0.105,0.771,159.927,149878,4,12/21/2018,5 Seconds of Summer,2018,12,2018
TRUE,2FUNBaa5DwItJtYEBgAblU,monster,64,0.89,0.607,A,-6.916,Minor,0.124,0.158,0.000228,0.118,0.224,134.022,233040,4,12/21/2018,21 Savage,2018,12,2018
FALSE,2MvvoeRt8NcOXWESkxWn3g,Ribs,66,0.511,0.472,E,-9.277,Major,0.091,0.534,0.614,0.11,0.0399,127.978,258969,4,9/27/2013,Lorde,2013,9,2013
FALSE,2QpGZOhTCHHiKmpSO9FW4h,Follow God,74,0.529,0.9,C#/Db,-3.503,Major,0.418,0.000248,1.21E-05,0.0426,0.434,180.291,104591,4,10/25/2019,Kanye West,2019,10,2019
FALSE,1SV1fxF65n9NhRHp3KlBuu,Wonderful Christmastime - Edited Version / Remastered 2011,56,0.774,0.511,B,-8.914,Major,0.0319,0.322,0,0.0672,0.771,94.736,227653,4,5/16/1980,Paul McCartney,1980,5,1980
FALSE,4KbXLyluZKq3sTHL8XKsRL,All I Am,61,0.743,0.642,C,-5.402,Major,0.0344,0.0473,1.86E-06,0.176,0.523,122.042,219520,4,10/12/2018,Jess Glynne,2018,10,2018
TRUE,7bsnTsbiwOymZWjPF9v6Di,Marmalade (feat. Lil Yachty),65,0.922,0.583,F,-4.982,Major,0.0753,0.0098,0,0.0962,0.494,136.043,261615,4,9/22/2017,Macklemore,2017,9,2017
FALSE,3UgSQu6WwrXfKKDq019IHE,To Ü (feat. AlunaGeorge),61,0.485,0.928,Bb,-3.451,Minor,0.445,0.134,2.92E-05,0.217,0.348,160.165,237000,4,2/24/2015,Jack Ü,2015,2,2015
FALSE,1UxisKljksGRNwJBPp4Tri,Valerie (feat. Amy Winehouse) - Version Revisited,54,0.699,0.83,C#/Db,-4.898,Major,0.0633,0.00243,0.00024,0.0995,0.889,105.809,219413,4,6/22/2007,Mark Ronson,2007,6,2007
TRUE,2qfEcCkEo5NscA9GL7ER72,Nobody,70,0.673,0.687,F#/Gb,-5.295,Minor,0.0623,0.269,0,0.181,0.524,96.964,211040,4,3/1/2019,Martin Jensen,2019,3,2019
TRUE,2AGottAzfC8bHzF7kEJ3Wa,Diamonds Dancing,61,0.51,0.358,C#/Db,-10.847,Major,0.0467,0.125,3.74E-05,0.111,0.171,136.036,314632,4,9/20/2015,Drake,2015,9,2015
FALSE,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,81,0.464,0.417,C,-9.345,Minor,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4,9/9/2013,Arctic Monkeys,2013,9,2013
FALSE,2zzLRQ78kKfPTx8FJQCdC2,When The Sun Goes Down,74,0.348,0.875,B,-4.758,Minor,0.199,0.0341,0,0.117,0.407,169.152,202133,4,1/29/2006,Arctic Monkeys,2006,1,2006
FALSE,2fyIS6GXMgUcSv4oejx63f,Mardy Bum,72,0.634,0.599,D,-5.447,Major,0.0365,0.0288,0,0.197,0.312,112.215,175440,4,1/29/2006,Arctic Monkeys,2006,1,2006
FALSE,3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,72,0.535,0.948,F#/Gb,-4.19,Minor,0.0356,0.00225,0,0.376,0.778,103.183,173680,4,1/29/2006,Arctic Monkeys,2006,1,2006
TRUE,6tarvNiKnEjYMj1VZhlDqR,66,63,0.667,0.723,F,-4.31,Minor,0.27,0.0455,0.000193,0.213,0.251,148.058,153475,4,3/9/2018,Lil Yachty,2018,3,2018
FALSE,2kYqdSlrtovVMMIn6ykzba,I Wanna Know,63,0.655,0.818,D,-3.626,Major,0.033,0.0842,0,0.106,0.474,115.971,240413,4,4/1/2016,Alesso,2016,4,2016
TRUE,5XhkV07Vou38wnrzwURUOC,Who Am I (What's My Name)?,3,0.692,0.833,G,-3.974,Major,0.0492,0.000136,1.98E-05,0.515,0.692,96.814,246320,4,1993,Snoop Dogg,1905,6,1993
TRUE,4675yUu8AUbE72T94BkLCD,Beautiful,65,0.893,0.74,B,-4.936,Minor,0.132,0.299,0,0.0881,0.963,101.025,299147,4,1/1/2005,Snoop Dogg,2005,1,2005
TRUE,4a6q8CR2hzLk2plDkSxkfD,I.F.L.Y.,79,0.812,0.519,D,-4.823,Major,0.0385,0.379,0,0.13,0.554,104.954,165714,4,8/9/2019,Bazzi,2019,8,2019
TRUE,6pmZMP2ET1OJi5rKfLO8jD,3:15,69,0.651,0.654,C#/Db,-5.481,Major,0.0466,0.385,0,0.181,0.539,141.975,167019,4,4/12/2018,Bazzi,2018,4,2018
TRUE,4TWflhgevIGo448fWc6mQq,Red Room,63,0.936,0.559,G,-8.587,Minor,0.157,0.479,0,0.128,0.527,112.347,241440,4,2/22/2019,Offset,2019,2,2019
TRUE,3WefHNGtjexZvi66ZEx9u4,Hurts Like Hell (feat. Offset),69,0.704,0.56,C#/Db,-6.791,Minor,0.179,0.185,0,0.0948,0.609,75.003,207109,4,11/9/2018,Madison Beer,2018,11,2018
TRUE,59ywHNwwchG4nZJMLyxSzd,Clout (feat. Cardi B),71,0.919,0.622,C#/Db,-7.384,Major,0.0997,0.228,4.24E-06,0.122,0.424,140.022,205803,4,2/22/2019,Offset,2019,2,2019
TRUE,2Grb4G6t9VIqo6moKUloom,Don't Come Out The House (with 21 Savage),66,0.87,0.35,C#/Db,-6.082,Major,0.277,0.00661,0.000483,0.108,0.175,74.963,168347,4,11/6/2018,Metro Boomin,2018,11,2018
FALSE,6Rb0ptOEjBjPPQUlQtQGbL,Hotel Room Service,72,0.851,0.629,C#/Db,-8.385,Major,0.175,0.00705,0.000372,0.0746,0.789,125.984,237640,4,8/31/2009,Pitbull,2009,8,2009
FALSE,4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),70,0.658,0.677,F,-6.628,Major,0.0393,0.248,0,0.368,0.248,124.91,251627,4,1/1/2012,Ne-Yo,2012,1,2012
FALSE,4LxjagX6D8MxMaoTmqpQ8Y,Mad,64,0.731,0.644,C,-5.348,Major,0.0343,0.665,0,0.11,0.691,129.94,254533,4,1/1/2008,Ne-Yo,2008,1,2008
FALSE,6CFPFnS9EcLs2I0nWqtWci,Because Of You,74,0.81,0.538,C,-5.784,Minor,0.0356,0.528,0,0.0951,0.828,109.97,266840,4,1/1/2007,Ne-Yo,2007,1,2007
FALSE,1yJ5fyqBusR7Verj8JGsKV,Miss Independent,70,0.668,0.673,C#/Db,-5.714,Major,0.145,0.48,0,0.194,0.727,171.812,232000,4,1/1/2008,Ne-Yo,2008,1,2008
FALSE,14sOS5L36385FJ3OL8hew4,Happy Now,74,0.693,0.575,A,-6.998,Major,0.0801,0.374,0,0.252,0.492,117.999,211362,4,10/26/2018,Kygo,2018,10,2018
FALSE,6FYbr9QzRoZPh0Re8lDO9z,7 Minutes,63,0.613,0.739,Bb,-6.478,Major,0.0311,0.526,0,0.149,0.712,104.966,211453,4,3/22/2019,Dean Lewis,2019,3,2019
FALSE,6mAN61JH0dzyZpWslS11jy,Fantasias,78,0.879,0.703,C#/Db,-4.219,Major,0.0701,0.143,0,0.0569,0.788,94.004,199711,4,8/29/2019,Rauw Alejandro,2019,8,2019
TRUE,6K5BsR04ijf3FHNzjbaagD,Si Se Da - Remix,77,0.817,0.672,B,-5.612,Minor,0.299,0.441,0,0.13,0.774,93.999,332240,4,8/2/2019,Myke Towers,2019,8,2019
TRUE,5KbBGUpIZd6gVFUU8tqYiQ,Si Se Da,68,0.83,0.71,B,-5.523,Minor,0.326,0.374,0,0.0877,0.703,93.977,237013,4,2/26/2019,Myke Towers,2019,2,2019
FALSE,4n7jnSxVLd8QioibtTDBDq,On My Way,77,0.509,0.689,C#/Db,-4.929,Minor,0.102,0.0209,0,0.301,0.297,170.087,193798,4,3/21/2019,Alan Walker,2019,3,2019
TRUE,6JqpFboOH2bq9pzaYbkKBn,R.I.P. (feat. Rita Ora & Anitta),69,0.764,0.752,Ab,-3.713,Minor,0.0711,0.18,0,0.0701,0.698,100.066,187200,4,3/15/2019,Sofía Reyes,2019,3,2019
TRUE,7F51q96XofOD2lntm7hzvQ,Body Language (feat. Usher & Tinashe),60,0.884,0.53,F,-5.776,Minor,0.0379,0.0144,0,0.095,0.262,99.021,206187,4,3/4/2015,Kid Ink,2015,3,2015
FALSE,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,91,0.548,0.816,C,-4.209,Major,0.0465,0.122,0,0.335,0.557,95.39,174000,4,12/13/2019,Harry Styles,2019,12,2019
FALSE,4jAIqgrPjKLTY9Gbez25Qb,Lights Up,79,0.575,0.621,Bb,-8.165,Minor,0.032,0.0392,0.0045,0.141,0.27,101.987,172213,4,12/13/2019,Harry Styles,2019,12,2019
TRUE,1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),72,0.974,0.596,F#/Gb,-8.888,Major,0.184,0.0976,0,0.151,0.892,111.959,149040,4,8/16/2019,Young Thug,2019,8,2019
FALSE,219eUQBWnfmADjKZEWEfSM,Who You Are,62,0.532,0.677,F#/Gb,-3.912,Minor,0.0367,0.0225,5.74E-06,0.263,0.21,135.948,230813,4,1/1/2011,Jessie J,2011,1,2011
FALSE,1plzDKavZ6EkVk91RPYd1L,Give Me Your Love,59,0.633,0.947,D,-2.332,Major,0.0354,0.00458,3.96E-05,0.341,0.683,124.973,207280,4,9/28/2018,Sigala,2018,9,2018
FALSE,2QmsKag0YaqhAbpR9Nwmpn,Epa Wei,63,0.688,0.82,F#/Gb,-4.715,Minor,0.155,0.233,0,0.091,0.804,107.833,208254,4,8/10/2018,Danny Ocean,2018,8,2018
FALSE,4DbhxwlkhTbCTqlZptxmI6,Swing,68,0.729,0.616,Ab,-6.422,Major,0.249,0.458,0,0.082,0.532,106.486,155058,4,3/22/2019,Danny Ocean,2019,3,2019
FALSE,0lTurWECr2XL607eJAj1A3,I'll Be Home,49,0.542,0.37,D,-7.779,Major,0.0257,0.318,4.84E-06,0.108,0.289,84.796,219653,4,1/9/2015,Meghan Trainor,2015,1,2015
