explicit,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_y,time_signature,release_date,artist,year,month,year_2
FALSE,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,83,0.726,0.787,E,-2.494,Major,0.0737,0.009,0,0.0596,0.888,124.99,199987,4,5/25/2012,One Direction,2012,5,2012
FALSE,4bT2zLVv2T4GiK9q9KtI0v,Stay The Night - Featuring Hayley Williams Of Paramore,63,0.596,0.738,Ab,-3.109,Major,0.0411,0.109,0,0.0947,0.461,127.961,217347,4,1/1/2014,Zedd,2014,1,2014
FALSE,2Cd9iWfcOpGDHLz6tVA3G4,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),78,0.766,0.873,B,-6.381,Minor,0.143,0.00627,0,0.0764,0.743,126.988,202627,4,5/7/2010,Shakira,2010,5,2010
FALSE,0mqTcM8kuu2IYPotMt7AzS,Make You Feel My Love,27,0.559,0.172,Bb,-10.636,Major,0.0291,0.907,0.000383,0.105,0.0955,77.025,212040,4,1/28/2008,Adele,2008,1,2008
FALSE,4tZp15Dj8yJH3lyf0uh2A4,Easy Love,48,0.696,0.955,A,-2.887,Major,0.0688,0.257,0.00114,0.092,0.689,124.01,228587,4,8/28/2015,Sigala,2015,8,2015
FALSE,33e9HtOfO1ye1h8xQ7Foc9,The Cave,0,0.592,0.499,E,-9.463,Major,0.0374,0.0536,4.40E-05,0.113,0.345,141.938,215627,4,1/1/2009,Mumford & Sons,2009,1,2009
FALSE,3cOO5IQtOYs7huq4Z6lYfr,Love Runs Out,65,0.715,0.931,G,-3.793,Major,0.0565,0.171,0,0.0757,0.742,120.025,224853,4,1/1/2014,OneRepublic,2014,1,2014
FALSE,5ubHAQtKuFfiG4FXfLP804,Lego House,72,0.592,0.637,B,-8.48,Major,0.0992,0.562,0,0.13,0.565,159.701,185093,4,9/9/2011,Ed Sheeran,2011,9,2011
TRUE,17baAghWcrewNOcc9dCewx,Mockingbird,0,0.621,0.672,E,-3.892,Minor,0.276,0.21,0,0.13,0.228,83.808,251267,4,12/6/2005,Eminem,2005,12,2005
FALSE,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,68,0.336,0.627,G,-7.463,Major,0.0384,0.164,0,0.0708,0.35,150.273,241107,4,11/1/1994,Mariah Carey,1994,11,1994
FALSE,3m6KkYKdnbffMpGd9Pm9FP,Seven Nation Army,2,0.745,0.466,E,-7.62,Minor,0.0864,0.00666,0.35,0.272,0.303,123.889,231920,4,4/1/2003,The White Stripes,2003,4,2003
FALSE,6z5Yh7kOKeLjqIsNdokIpU,A Thousand Years,67,0.421,0.407,Bb,-7.445,Major,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,3,11/4/2011,Christina Perri,2011,11,2011
FALSE,0VGrgE7GbWaINRnh1bR4k9,Clarity,0,0.523,0.78,Ab,-3.378,Major,0.0748,0.0376,0,0.0751,0.187,128.003,271427,4,1/1/2012,Zedd,2012,1,2012
FALSE,3IyeQMpMEqNcEvFQGJ2eps,Focus,0,0.612,0.875,C#/Db,-6.032,Major,0.351,0.253,0,0.423,0.823,99.882,211360,4,10/30/2015,Ariana Grande,2015,10,2015
FALSE,1jF7IL57ayN4Ity3jQqGu0,Try,76,0.673,0.629,D,-7.072,Major,0.0299,0.00141,0,0.0944,0.551,103.998,247907,4,9/18/2012,P!nk,2012,9,2012
TRUE,1ce3DvvGQn6hY2LMGMLCr5,Black Skinhead,0,0.578,0.825,C#/Db,-6.107,Major,0.322,0.000986,0,0.176,0.283,130.089,188013,4,1/1/2013,Kanye West,2013,1,2013
FALSE,0wsXdby1T3PWLauIkGUZzg,Hula Hoop,63,0.673,0.842,C#/Db,-4.666,Major,0.039,0.0248,0,0.294,0.509,121.986,205474,4,10/16/2015,OMI,2015,10,2015
TRUE,5XJJdNPkwmbUwE79gv0NxK,Gold Digger,2,0.646,0.696,C#/Db,-5.572,Minor,0.342,0.0192,0,0.0762,0.625,92.88,207401,4,1/1/2005,Kanye West,2005,1,2005
TRUE,20LxTsa6936zOlzTWqoPVt,The Next Episode,0,0.92,0.891,Eb,-2.398,Minor,0.253,0.0313,0,0.083,0.311,95.295,161600,4,11/16/1999,Dr. Dre,1999,11,1999
FALSE,1SgdUjvppHnIp6L7DZSnwc,She Wolf (Falling to Pieces) [feat. Sia],68,0.492,0.857,G,-2.634,Major,0.0655,0.0841,7.82E-06,0.344,0.393,129.973,222500,4,12/7/2012,David Guetta,2012,12,2012
FALSE,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,81,0.559,0.345,E,-13.496,Major,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4,9/24/1991,Red Hot Chili Peppers,1991,9,1991
FALSE,2Heh0PiDG6F9fUHID8XV0Z,Warriors,0,0.244,0.852,E,-6.16,Minor,0.0765,0.0721,0.00711,0.242,0.338,79.031,171039,4,5/11/2015,Imagine Dragons,2015,5,2015
TRUE,2RUFzxyUlI36KKy9Agkqze,POWER,0,0.539,0.907,C,-4.757,Minor,0.13,0.0193,0,0.825,0.553,154,292093,4,1/1/2010,Kanye West,2010,1,2010
FALSE,48UPSzbZjgc449aqz8bxox,Californication,81,0.592,0.767,A,-2.788,Minor,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,4,6/8/1999,Red Hot Chili Peppers,1999,6,1999
FALSE,0GNI8K3VATWBABQFAzBAYe,Stay,76,0.621,0.31,A,-10.164,Minor,0.0283,0.945,6.12E-05,0.117,0.125,111.893,240707,4,12/11/2012,Rihanna,2012,12,2012
TRUE,4IqXyCH75mW4dMDbHufqDX,Again,58,0.748,0.733,B,-4.421,Minor,0.072,0.0062,0,0.329,0.291,93.019,312240,4,9/25/2015,Fetty Wap,2015,9,2015
FALSE,5PKWUDfQFtc5qqo8cs1gQp,Set Fire to the Rain,28,0.603,0.67,D,-3.882,Minor,0.0249,0.00408,1.66E-06,0.112,0.445,107.995,242974,4,1/19/2011,Adele,2011,1,2011
TRUE,4aIZQ7kJLS1TgFw2pEj0RD,Legend,0,0.712,0.563,C#/Db,-7.573,Major,0.071,0.0269,0,0.0776,0.299,100.093,241853,4,2/12/2015,Drake,2015,2,2015
TRUE,1CZOrmHUUjeDP7N2B4Ba6S,Bad Romance,1,0.696,0.921,C,-3.755,Major,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,294573,4,1/1/2009,Lady Gaga,2009,1,2009
FALSE,6vrUTGn5p8IrfTZ0J6sIVM,Iris,74,0.291,0.79,B,-5.683,Minor,0.0363,0.00133,5.61E-06,0.0811,0.513,155.667,289907,3,11/6/2007,The Goo Goo Dolls,2007,11,2007
FALSE,3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,73,0.593,0.392,Bb,-6.872,Minor,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,4,6/3/2013,Disclosure,2013,6,2013
FALSE,4zLBcDtvYNVtF9fnG6lme3,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,69,0.548,0.723,F#/Gb,-6.002,Major,0.0375,0.0969,1.28E-05,0.337,0.499,125.088,179960,4,9/16/2014,Robin Schulz,2014,9,2014
FALSE,1Gzv0cMy3xm7sgN5gd7WkU,Sun Is Shining,0,0.474,0.756,D,-2.973,Major,0.0518,0.0747,0,0.0693,0.413,131.84,255066,4,6/12/2015,Axwell /\\ Ingrosso,2015,6,2015
TRUE,7fPHfBCyKE3aVCBjE4DAvl,In The Night,0,0.48,0.682,G,-4.94,Major,0.13,0.0696,0,0.0463,0.506,167.939,235653,3,8/28/2015,The Weeknd,2015,8,2015
FALSE,49aLCvvEKM5EA8IYwDmtaE,Intoxicated - Radio Edit,0,0.792,0.688,C,-4.008,Major,0.0386,0.00435,0.00477,0.0972,0.502,124.987,159560,4,3/20/2015,Martin Solveig,2015,3,2015
FALSE,6qC8Jj1XOxknPm8N7EbzKX,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",0,0.458,0.623,F,-7.109,Major,0.0505,0.322,5.08E-06,0.11,0.417,147.635,208666,4,4/14/2015,Jessie J,2015,4,2015
FALSE,3aIhJDHxr1kgTSnutJxPTH,Peanut Butter Jelly,65,0.708,0.945,F,-3.247,Minor,0.234,0.00104,0.0803,0.227,0.545,127.96,203133,4,6/5/2015,Galantis,2015,6,2015
TRUE,5WNF8VIyabNOd3mVKVKtfL,Tennis Court,0,0.762,0.552,C,-8.632,Major,0.0594,0.0144,0.000242,0.236,0.414,90.003,198907,4,1/1/2013,Lorde,2013,1,2013
FALSE,0idc0XRnLRovVqpWnGQ6hC,My Love,0,0.818,0.595,Ab,-7.644,Major,0.0515,0.00014,0.575,0.0612,0.729,119.99,262000,4,1/1/2014,Route 94,2014,1,2014
FALSE,7vqUr6K2Js9Paq4kdNSOm6,Here for You (feat. Ella Henderson),62,0.68,0.772,Bb,-5.995,Major,0.0416,0.535,0.0153,0.147,0.376,105.005,244510,4,9/4/2015,Kygo,2015,9,2015
TRUE,6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,80,0.517,0.705,F#/Gb,-8.205,Minor,0.364,0.0751,0,0.128,0.584,175.906,239320,4,12/9/2014,J. Cole,2014,12,2014
FALSE,5M9jOReAKGZ2AttVefFjTY,Don't Look Down (feat. Usher),66,0.575,0.831,C,-5.972,Major,0.0356,0.00406,0.000449,0.111,0.377,127.991,223140,4,3/17/2015,Martin Garrix,2015,3,2015
FALSE,5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,65,0.551,0.833,Ab,-5.217,Major,0.03,0.0391,2.77E-06,0.0632,0.145,129.885,204360,5,5/3/2013,Armin van Buuren,2013,5,2013
FALSE,7ax0KTiQf6EWa59S3iQwHI,New Americana,0,0.444,0.711,C,-5.106,Minor,0.0327,0.0119,0,0.34,0.371,86.976,183808,4,8/28/2015,Halsey,2015,8,2015
TRUE,6jmTHeoWvBaSrwWttr8Xvu,I Mean It (feat. Remo),72,0.712,0.562,Bb,-6.008,Major,0.129,0.125,0,0.136,0.142,140,236480,4,6/20/2014,G-Eazy,2014,6,2014
FALSE,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),83,0.778,0.824,Bb,-5.892,Minor,0.0712,0.284,0,0.405,0.756,100.024,218093,4,11/28/2005,Shakira,2005,11,2005
FALSE,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,73,0.526,0.328,C#/Db,-9.864,Major,0.0461,0.694,0,0.112,0.11,116.068,526387,4,9/9/2011,Ed Sheeran,2011,9,2011
FALSE,09mhA1SJjMHniZPF4Hcihn,Company,0,0.59,0.797,E,-4.901,Minor,0.0614,0.132,0,0.0846,0.425,94.948,208120,4,11/13/2015,Justin Bieber,2015,11,2015
TRUE,2vTdEBKuXAFi6T0IbRuDff,"Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green]",0,0.828,0.755,Bb,-4.116,Minor,0.156,0.0202,9.61E-06,0.0625,0.862,108.056,269147,4,3/15/2013,Major Lazer,2013,3,2013
TRUE,1ULa3GfdMKs0MfRpm6xVlu,We Dem Boyz,68,0.717,0.862,Ab,-4.736,Major,0.054,0.00689,0,0.321,0.52,130.021,224933,4,8/19/2014,Wiz Khalifa,2014,8,2014
FALSE,7ilS0BPWS8ek2P2GaxH3cP,When We Were Young,14,0.377,0.595,Eb,-5.936,Major,0.0489,0.303,0,0.095,0.264,144.464,290900,4,2/5/2016,Adele,2016,2,2016
FALSE,4h758AiYnNiiIfkkxoAwsI,Like I Can,0,0.652,0.614,G,-6.696,Minor,0.0359,0.379,9.81E-06,0.105,0.518,99.955,167066,4,11/6/2015,Sam Smith,2015,11,2015
FALSE,2bRXehD283NioREYxlohc4,Lights - Single Version,0,0.682,0.795,Ab,-6.17,Minor,0.0367,0.0297,0.0391,0.131,0.78,120.008,210853,4,1/1/2010,Ellie Goulding,2010,1,2010
FALSE,3ge54HUrk1ht3EX5SMhIzZ,NO,38,0.471,0.802,C#/Db,-3.599,Minor,0.27,0.0125,1.45E-06,0.702,0.653,88.615,213507,4,5/13/2016,Meghan Trainor,2016,5,2016
FALSE,12qZHAeOyTf93YAWvGDTat,All The Small Things,0,0.442,0.893,C,-4.878,Major,0.0505,0.00844,0,0.529,0.712,148.119,168000,4,1/1/1999,blink-182,1999,1,1999
TRUE,4V05j7HDUU2bZQwDOeIySh,Last Resort,24,0.56,0.892,E,-3.365,Minor,0.0644,0.000624,0.000164,0.177,0.67,90.615,200480,4,1/1/2010,Papa Roach,2010,1,2010
FALSE,4oyWrvyORD6uCSYCLSRF6W,Powerful (feat. Ellie Goulding & Tarrus Riley),0,0.598,0.792,B,-4.043,Minor,0.0478,0.121,0,0.158,0.732,97.479,206327,3,5/29/2015,Major Lazer,2015,5,2015
TRUE,2HUrnrn2N9XQvbvnDh5jPU,Pursuit of Happiness - Steve Aoki Remix,0,0.723,0.556,C,-11.394,Major,0.0709,0.0163,0.0026,0.0505,0.608,128.027,373055,4,2012,Kid Cudi,1905,7,2012
FALSE,0xCA70t1ZA4fa9UOE0lIJm,I'm a Mess,66,0.697,0.377,Eb,-7.755,Major,0.0397,0.556,0,0.0999,0.336,138.754,244573,4,6/21/2014,Ed Sheeran,2014,6,2014
TRUE,137wbDM4s2ugav7MKO45O9,Wicked Games,0,0.409,0.579,B,-5.156,Minor,0.0387,0.0113,5.24E-06,0.368,0.316,111.426,323747,4,1/1/2012,The Weeknd,2012,1,2012
FALSE,5ZPVQMYn6nD6KYY9U6lwVA,Someone New,0,0.604,0.53,E,-5.913,Minor,0.0318,0.423,7.20E-06,0.296,0.582,92.018,222814,4,11/6/2014,Hozier,2014,11,2014
FALSE,519iK3BrSWhVLhmBlDIP4x,I Bet My Life,0,0.561,0.674,C#/Db,-8.201,Major,0.0436,0.392,0.000176,0.471,0.579,107.974,192706,4,5/11/2015,Imagine Dragons,2015,5,2015
FALSE,3c3XJ9P1BjOtmNXKvdVyHK,For A Better Day,0,0.631,0.836,D,-3.386,Minor,0.0343,0.0482,0.139,0.135,0.321,134.987,206067,4,10/2/2015,Avicii,2015,10,2015
TRUE,7ks6AZmFcm3Y6PGGxGSmlB,Where Them Girls At (feat. Nicki Minaj & Flo Rida),73,0.666,0.876,Eb,-3.078,Major,0.0414,0.055,0,0.259,0.552,129.884,194840,4,12/7/2012,David Guetta,2012,12,2012
FALSE,3UN6cIn3VIyg0z1LCuFSum,Without You (feat. Usher),70,0.608,0.614,D,-3.727,Major,0.0285,0.227,4.06E-06,0.157,0.402,127.884,208133,4,12/7/2012,David Guetta,2012,12,2012
TRUE,0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),80,0.967,0.583,G,-5.562,Minor,0.0789,0.0584,0,0.0519,0.964,117,242733,4,9/12/2006,Justin Timberlake,2006,9,2006
FALSE,5U2m76qAMdr3gXI0g6ptlG,Come & Get It,0,0.349,0.795,G,-4.133,Minor,0.0758,0.0102,0.000138,0.0812,0.542,148.985,231987,1,1/1/2013,Selena Gomez,2013,1,2013
FALSE,2aeq2NA5dOlcjccHWjYD3Z,"Bailando (feat. Mickael Carreira, Descemer Bueno & Gente de Zona) - Portuguese version",0,0.707,0.744,G,-3.937,Major,0.0988,0.0574,5.05E-06,0.0472,0.953,90.99,244843,4,12/8/2014,Enrique Iglesias,2014,12,2014
FALSE,3FtYbEfBqAlGO46NUDQSAt,Electric Feel,78,0.763,0.807,C#/Db,-3.714,Major,0.035,0.0714,0.28,0.348,0.559,103.038,229640,3,12/14/2007,MGMT,2007,12,2007
FALSE,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,82,0.818,0.705,F#/Gb,-6.679,Major,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4,5/23/2005,Gorillaz,2005,5,2005
FALSE,4NYwy0R3NdvORX2B6OZXBT,Slow Motion,72,0.733,0.408,G,-7.834,Minor,0.0388,0.679,3.92E-05,0.11,0.291,94.947,197854,4,6/23/2015,Trey Songz,2015,6,2015
TRUE,0PT7nlpo11hYYyfnBgtilT,Nasty Freestyle,65,0.779,0.472,B,-7.116,Major,0.218,0.0577,0,0.114,0.412,135.051,142212,4,5/4/2015,T-Wayne,2015,5,2015
FALSE,6nYoTBmGFNgfTyRC8x1Fvp,TiK ToK,0,0.755,0.832,D,-2.741,Minor,0.116,0.0746,1.27E-06,0.291,0.735,120.032,199693,4,2010,Kesha,1905,7,2010
FALSE,4tg1G3X26wDTmQbipgxhp5,Try Me (feat. Jennifer Lopez and Matoma),59,0.579,0.68,Ab,-5.634,Major,0.076,0.0157,0,0.0699,0.211,100.033,200240,4,5/29/2015,Jason Derulo,2015,5,2015
FALSE,5YHR8wBR5jXfGtP766NiAT,If It Ain't Love,60,0.503,0.843,Bb,-4.991,Minor,0.316,0.0487,0,0.344,0.778,128.63,203105,4,4/1/2016,Jason Derulo,2016,4,2016
TRUE,31Q9ZTF9x81BDonlObCbvP,Forever,0,0.457,0.906,F,-2.278,Minor,0.342,0.249,0,0.182,0.54,104.02,357707,5,5/15/2009,Drake,2009,5,2009
TRUE,6WjmPTZKeDylStKmGHLcqQ,Confident,0,0.607,0.747,Eb,-6.241,Major,0.0667,0.00155,0.000342,0.136,0.336,130.061,205746,4,1/1/2015,Demi Lovato,2015,1,2015
TRUE,0rHVd8h0cFwgLgPFem6S60,Girls Like (feat. Zara Larsson),66,0.916,0.804,C,-3.406,Major,0.049,0.37,1.18E-05,0.0812,0.538,120.028,196000,4,2/26/2016,Tinie Tempah,2016,2,2016
TRUE,1WRy5l3TwrwlzNmB5bOeKw,Pop Style,0,0.724,0.456,G,-10.009,Major,0.127,0.215,2.41E-06,0.105,0.0481,133.051,212947,4,5/6/2016,Drake,2016,5,2016
TRUE,0Qdbw4psZRGYANJauFqbdt,10 Bands,0,0.825,0.757,B,-3.687,Minor,0.384,0.262,1.72E-06,0.0762,0.89,172.938,177733,4,2/12/2015,Drake,2015,2,2015
FALSE,6SKwQghsR8AISlxhcwyA9R,Marry You,76,0.62,0.832,Bb,-4.848,Major,0.036,0.332,0,0.104,0.481,144.926,230120,4,10/5/2010,Bruno Mars,2010,10,2010
FALSE,3jEPu6FD1icy9cLllhB2XK,Omen - Radio Edit,0,0.646,0.787,F,-4.817,Minor,0.174,0.103,0,0.373,0.675,106.071,196817,4,7/27/2015,Disclosure,2015,7,2015
FALSE,2H8LPaY3NSjmOFMH2Rygnz,Running Out,57,0.601,0.682,Bb,-5.905,Major,0.0338,0.0856,0.00384,0.132,0.17,94.999,211200,4,12/1/2015,Matoma,2015,12,2015
FALSE,7vldwy3gdhmPRKWSCi8H61,The Feeling,0,0.525,0.809,C#/Db,-6.185,Minor,0.0619,0.0819,1.22E-06,0.0971,0.21,127.073,244907,4,11/13/2015,Justin Bieber,2015,11,2015
FALSE,7kUtJKGZzLNgIkq1Galkt0,Wherever I Go,0,0.543,0.691,Bb,-6.403,Minor,0.0425,0.107,0,0.218,0.335,100.014,170213,4,5/13/2016,OneRepublic,2016,5,2016
FALSE,378iszndTZAR4dH8kwsLC6,Cheap Thrills (feat. Sean Paul),66,0.592,0.8,F#/Gb,-4.931,Minor,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,224813,4,2/18/2016,Sia,2016,2,2016
TRUE,2XHzzp1j4IfTNp1FTn7YFg,Love Me,65,0.669,0.634,B,-6.476,Major,0.0327,0.0125,0,0.0946,0.496,124.906,255053,4,1/1/2013,Lil Wayne,2013,1,2013
TRUE,5A6OHHy73AR5tLxgTc98zz,Black and Yellow,75,0.684,0.834,D,-4.524,Minor,0.0675,0.0646,0,0.271,0.538,164.02,217667,4,3/29/2011,Wiz Khalifa,2011,3,2011
FALSE,0KTsmr6JOuhxZuiXUha1xC,Beauty And A Beat,0,0.601,0.845,C,-4.711,Major,0.0653,0.00116,0.0001,0.0653,0.662,127.97,227987,4,1/1/2012,Justin Bieber,2012,1,2012
FALSE,2ZNowcE7ehJYEkChoRjSx0,Life Of The Party,0,0.667,0.614,Bb,-4.995,Major,0.0314,0.0663,0,0.111,0.161,113.979,214533,4,4/13/2015,Shawn Mendes,2015,4,2015
FALSE,3kQcsiZLNkC9jjtJO20ht5,Mama Said,51,0.748,0.867,G,-4.715,Minor,0.0536,0.0229,1.28E-05,0.392,0.531,84.005,206756,4,6/26/2015,Lukas Graham,2015,6,2015
FALSE,0z8yrlXSjnI29Rv30RssNI,Shots - Broiler Remix,0,0.733,0.777,B,-7.076,Minor,0.0347,0.436,0.0716,0.102,0.583,119.996,190999,4,5/11/2015,Imagine Dragons,2015,5,2015
TRUE,7KFEIFuxnRRIRqN065WKTu,My Way (feat. Monty),56,0.748,0.741,F#/Gb,-3.103,Major,0.0531,0.00419,0,0.147,0.537,128.077,213053,4,9/25/2015,Fetty Wap,2015,9,2015
FALSE,7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex) (feat. Fetty Wap),65,0.689,0.791,C,-5.194,Minor,0.053,0.023,0,0.0526,0.755,95.04,210573,4,5/27/2016,Fifth Harmony,2016,5,2016
FALSE,1zWMf9bVyhY5W3ZORbjNWt,LIKE I WOULD,65,0.565,0.832,Bb,-5.732,Minor,0.114,0.0247,0,0.26,0.233,112.827,192133,4,3/25/2016,ZAYN,2016,3,2016
FALSE,4WiiRw2PHMNQE0ad6y6GdD,Chocolate,67,0.614,0.938,B,-4.461,Major,0.0611,0.000532,0,0.368,0.607,100.058,224674,4,1/1/2013,The 1975,2013,1,2013
FALSE,4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,71,0.566,0.755,B,-5.526,Major,0.0368,0.0338,0,0.315,0.445,101.006,264493,4,7/23/2012,Passion Pit,2012,7,2012
FALSE,6A6qBFJHid4WutQu6HHEZt,Walking On A Dream,61,0.87,0.699,F,-5.541,Minor,0.0459,0.245,6.76E-06,0.0588,0.726,126.967,198440,4,1/1/2009,Empire of the Sun,2009,1,2009
FALSE,02Yq8TMuecXONAjkORNJNM,Say It,0,0.59,0.531,Eb,-6.828,Minor,0.0326,0.0704,3.01E-06,0.0623,0.266,75.114,262521,4,5/27/2016,Flume,2016,5,2016
TRUE,3p6fkbeZDIVqapfdgQe6fm,Famous,0,0.469,0.754,F#/Gb,-3.664,Major,0.13,0.0679,0,0.106,0.421,174.068,196040,4,6/10/2016,Kanye West,2016,6,2016
TRUE,7r6PigmGzlB3YPB7wvBBbi,No Church In The Wild,52,0.654,0.75,Ab,-7.509,Minor,0.105,0.244,0.0178,0.167,0.557,92.773,272507,4,8/8/2011,JAY-Z,2011,8,2011
TRUE,1XvHiCTd0MDb16S8bQNl74,All Of The Lights,0,0.546,0.796,C#/Db,-3.263,Major,0.0639,0.0909,2.73E-05,0.19,0.254,142.123,299613,4,1/1/2010,Kanye West,2010,1,2010
TRUE,2WBjsxTE3hBInd21yUY65h,Clique,0,0.543,0.564,G,-4.996,Minor,0.345,0.0545,0,0.193,0.345,109.297,293533,5,9/6/2012,Kanye West,2012,9,2012
FALSE,0IDcqQM84frBhAJ8vXC76I,Younger - Kygo Remix,0,0.687,0.471,F,-8.091,Major,0.0962,0.15,0.000253,0.0809,0.616,113.999,351579,4,10/23/2015,Seinabo Sey,2015,10,2015
TRUE,7iL6o9tox1zgHpKUfh9vuC,In Da Club,79,0.899,0.713,F#/Gb,-2.752,Minor,0.366,0.255,0,0.0708,0.777,90.051,193467,4,2/6/2003,50 Cent,2003,2,2003
TRUE,6ltPEsP4edATzvinHOzvk2,Still D.R.E.,4,0.814,0.779,B,-3.271,Major,0.235,0.175,0.000671,0.0605,0.544,93.43,268005,4,11/16/1999,Dr. Dre,1999,11,1999
TRUE,7gKIt3rDGIMJDFVSPBnGmj,Super Bass,0,0.721,0.867,B,-4.302,Major,0.196,0.29,2.87E-06,0.503,0.639,127.033,200013,4,1/1/2010,Nicki Minaj,2010,1,2010
FALSE,2DVUJ7LTIOEQqjfOZXs8iU,Believe,0,0.331,0.68,D,-5.964,Major,0.0454,0.031,0.0177,0.215,0.357,114.909,221039,4,5/1/2015,Mumford & Sons,2015,5,2015
FALSE,2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,72,0.757,0.678,Ab,-5.529,Minor,0.233,0.0472,9.14E-06,0.0654,0.82,120.075,218235,4,4/7/2016,Jennifer Lopez,2016,4,2016
FALSE,1xN7BpTAWnZkuSLOtRP6Qc,Euphoria - Single Version,59,0.562,0.783,B,-4.727,Minor,0.0428,0.135,1.44E-05,0.282,0.391,132.06,181787,4,2/26/2012,Loreen,2012,2,2012
FALSE,5y6pj7OeBFF0CVgZKhRbOG,Black Magic,8,0.777,0.895,E,-4.464,Major,0.0618,0.0348,0,0.317,0.826,111.987,211773,4,11/6/2015,Little Mix,2015,11,2015
FALSE,5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,78,0.652,0.877,C#/Db,-2.986,Major,0.0465,0.0227,0,0.0789,0.486,118.491,200107,4,11/25/2013,One Direction,2013,11,2013
TRUE,5pBvNeOAJ54zgd5lEOmM3b,Without Me,0,0.919,0.657,G,-2.823,Major,0.0907,0.00293,0,0.356,0.659,112.23,291213,4,12/6/2005,Eminem,2005,12,2005
FALSE,7cpCU3Denug5NGZsSpQl8v,XO,72,0.431,0.377,D,-9.753,Major,0.0288,0.749,0,0.211,0.353,173.67,213627,4,5/27/2014,John Mayer,2014,5,2014
TRUE,5hgnY0mVcVetszbb85qeDg,Partition,71,0.412,0.441,B,-11.523,Minor,0.291,0.0296,0.0726,0.306,0.174,185.571,319467,4,11/24/2014,Beyoncé,2014,11,2014
FALSE,1z6WtY7X4HQJvzxC4UgkSf,Love On Top,75,0.652,0.748,C,-5.242,Major,0.0887,0.0849,0,0.604,0.652,94.1,267413,4,6/24/2011,Beyoncé,2011,6,2011
TRUE,1QnvpPFP4Q3FHbDchqWiWy,Airplanes (feat. Hayley Williams of Paramore),69,0.66,0.867,F#/Gb,-4.285,Minor,0.116,0.11,0,0.0368,0.377,93.033,180480,4,4/27/2010,B.o.B,2010,4,2010
FALSE,1mr3616BzLdhXfJmLmRsO8,Fireflies,0,0.513,0.661,Eb,-6.8,Major,0.0439,0.0274,0,0.118,0.461,180.118,228347,4,1/1/2009,Owl City,2009,1,2009
TRUE,2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",76,0.394,0.661,E,-8.684,Major,0.192,0.00996,0,0.343,0.335,149.818,260987,4,5/26/2015,A$AP Rocky,2015,5,2015
TRUE,2rzBvHM9h36Tpdj7Jdajka,Wild for the Night (feat. Skrillex & Birdy Nam Nam),68,0.757,0.848,D,-4.234,Major,0.335,0.0481,0,0.121,0.686,139.995,212640,4,2013,A$AP Rocky,1905,7,2013
TRUE,7bre6yd84LZ6MFoTppmHja,Swimming Pools (Drank),0,0.656,0.446,C#/Db,-5.897,Major,0.265,0.00695,0.000419,0.088,0.203,74.543,247800,4,8/3/2012,Kendrick Lamar,2012,8,2012
TRUE,5h5tBFnbcVioFXiOixTn6E,"Bitch, Don’t Kill My Vibe",66,0.587,0.698,C#/Db,-8.948,Major,0.0943,0.0152,0,0.442,0.0985,133.954,310720,4,10/22/2012,Kendrick Lamar,2012,10,2012
TRUE,3qX1dqmDdmMvvfMVfsx4Bh,m.A.A.d city,67,0.487,0.729,D,-6.815,Major,0.271,0.0538,4.07E-06,0.44,0.217,91.048,350120,4,10/22/2012,Kendrick Lamar,2012,10,2012
TRUE,1vffte5WTHIik37ePfJdo4,King Kunta,0,0.884,0.657,F#/Gb,-4.569,Minor,0.0977,0.00589,0,0.154,0.489,107.059,234693,4,3/16/2015,Kendrick Lamar,2015,3,2015
